ID	NUMBER	CHINESE	PAGENO	POS	SEMANTIC_FIELD	SF_IN_SOURCE	POS_IN_SOURCE	GLOSS	PINYIN	CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE_SIMPLIFIED
BeijingDaxue-1964-905-377	377	秋千	189	noun	culture, music	十二、文化、娛樂	名 詞	swing	qiū qiān			秋千
BeijingDaxue-1964-905-378	378	風箏	189	noun	culture, music	十二、文化、娛樂	名 詞	kite	fēng zhēng	307	HAWK	风筝
BeijingDaxue-1964-905-379	379	炮仗	190	noun	culture, music	十二、文化、娛樂	名 詞	firecracker	pào zhàng			炮仗
BeijingDaxue-1964-905-380	380	哨子	190	noun	culture, music	十二、文化、娛樂	名 詞	whistle	shào zi	1025	WHISTLE	哨子
BeijingDaxue-1964-905-381	381	頭	191	noun	human body	十三、人體	名 詞	head	tóu	1256	HEAD	头
BeijingDaxue-1964-905-382	382	頭髮	191	noun	human body	十三、人體	名 詞	hair (of head)	tóu fà	2648	HAIR (HEAD)	头髮
BeijingDaxue-1964-905-383	383	前額	192	noun	human body	十三、人體	名 詞	forehead	qián é	123	FOREHEAD	前额
BeijingDaxue-1964-905-384	384	眼睛	192	noun	human body	十三、人體	名 詞	eye	yǎn jīng	1248	EYE	眼睛
BeijingDaxue-1964-905-385	385	鼻子	193	noun	human body	十三、人體	名 詞	nose	bí zi	1221	NOSE	鼻子
BeijingDaxue-1964-905-386	386	耳朵	193	noun	human body	十三、人體	名 詞	ear	ěr duǒ	1247	EAR	耳朵
BeijingDaxue-1964-905-387	387	嘴	194	noun	human body	十三、人體	名 詞	mouth	zuǐ	674	MOUTH	嘴
BeijingDaxue-1964-905-388	388	舌頭	194	noun	human body	十三、人體	名 詞	tongue	shé tóu	1205	TONGUE	舌头
BeijingDaxue-1964-905-389	389	脖子	195	noun	human body	十三、人體	名 詞	neck	bó zi	1333	NECK	脖子
BeijingDaxue-1964-905-390	390	夾肢窩	195	noun	human body	十三、人體	名 詞	armpit	jiā zhī wō	1886	ARMPIT	夹肢窝
BeijingDaxue-1964-905-391	391	胳膊	196	noun	human body	十三、人體	名 詞	arm	gē bó	1673	ARM	胳膊
BeijingDaxue-1964-905-392	392	左手	196	noun	human body	十三、人體	名 詞	left hand, left side	zuǒ shǒu	2182	LEFT HAND	左手
BeijingDaxue-1964-905-393	393	右手	197	noun	human body	十三、人體	名 詞	right hand, right side	yòu shǒu	2183	RIGHT HAND	右手
BeijingDaxue-1964-905-394	394	手指頭	197	noun	human body	十三、人體	名 詞	fingertip	shǒu zhǐ tóu	2773	FINGERTIP	手指头
BeijingDaxue-1964-905-395	395	大姆指	198	noun	human body	十三、人體	名 詞	thumb	dà mǔ zhǐ	1781	THUMB	大姆指
BeijingDaxue-1964-905-396	396	小姆指	198	noun	human body	十三、人體	名 詞	little finger	xiǎo mǔ zhǐ	2774	LITTLE FINGER	小姆指
BeijingDaxue-1964-905-397	397	指甲	199	noun	human body	十三、人體	名 詞	fingernail	zhǐ jiǎ	1258	FINGERNAIL	指甲
BeijingDaxue-1964-905-398	398	屁股	199	noun	human body	十三、人體	名 詞	buttocks	pì gǔ	834	BUTTOCKS	屁股
BeijingDaxue-1964-905-399	399	大腿	200	noun	human body	十三、人體	名 詞	thigh (upper leg)	dà tuǐ	800	THIGH	大腿
BeijingDaxue-1964-905-400	400	膝蓋	200	noun	human body	十三、人體	名 詞	knee	xī gài	1371	KNEE	膝盖
BeijingDaxue-1964-905-401	401	男人	201	noun	human character	十四、人品	名 詞	man	nán rén	1554	MAN	男人
BeijingDaxue-1964-905-402	402	女人	201	noun	human character	十四、人品	名 詞	woman	nǚ rén	962	WOMAN	女人
BeijingDaxue-1964-905-403	403	老頭兒	202	noun	human character	十四、人品	名 詞	old man	lǎo tóu ér	406	OLD MAN	老头儿
BeijingDaxue-1964-905-404	404	老太婆	202	noun	human character	十四、人品	名 詞	old woman	lǎo tài pó	907	OLD WOMAN	老太婆
BeijingDaxue-1964-905-405	405	小夥子	203	noun	human character	十四、人品	名 詞	young fellow	xiǎo huǒ zi			小伙子
BeijingDaxue-1964-905-406	406	小孩兒	203	noun	human character	十四、人品	名 詞	child	xiǎo hái ér	1304	CHILD (YOUNG HUMAN)	小孩儿
BeijingDaxue-1964-905-407	407	男孩兒	204	noun	human character	十四、人品	名 詞	boy	nán hái ér	1366	BOY	男孩儿
BeijingDaxue-1964-905-408	408	女孩兒	204	noun	human character	十四、人品	名 詞	girl	nǚ hái ér	1646	GIRL	女孩儿
BeijingDaxue-1964-905-409	409	聾子	205	noun	human character	十四、人品	名 詞	deaf person	lóng zi	458	DEAF PERSON	聋子
BeijingDaxue-1964-905-410	410	瞎子	205	noun	human character	十四、人品	名 詞	blind person	xiā zi	457	BLIND PERSON	瞎子
BeijingDaxue-1964-905-411	411	啞吧	206	noun	human character	十四、人品	名 詞	mute person	yǎ ba	2320	MUTE PERSON	哑吧
BeijingDaxue-1964-905-412	412	結巴	206	noun	human character	十四、人品	名 詞	stammerer	jié bā	3367	STUTTERER	结巴
BeijingDaxue-1964-905-413	413	麻子	207	noun	human character	十四、人品	名 詞	person with a pockmarked face	má zi	3366	PIMPLEFACE	麻子
BeijingDaxue-1964-905-414	414	禿子	207	noun	human character	十四、人品	名 詞	baldhead	tū zi	3415	BALDHEAD	秃子
BeijingDaxue-1964-905-415	415	駝子	208	noun	human character	十四、人品	名 詞	person with a humpback	tuó zi	99	HUNCHBACK	驼子
BeijingDaxue-1964-905-416	416	跛子	208	noun	human character	十四、人品	名 詞	lame person	bǒ zi	2322	LAME PERSON	跛子
BeijingDaxue-1964-905-417	417	瘋子	209	noun	human character	十四、人品	名 詞	mad person	fēng zi	2321	MAD PERSON	疯子
BeijingDaxue-1964-905-418	418	單身漢	209	noun	human character	十四、人品	名 詞	bachelor	dān shēn hàn			单身汉
BeijingDaxue-1964-905-419	419	寡婦	210	noun	human character	十四、人品	名 詞	widow	guǎ fù	1756	WIDOW	寡妇
BeijingDaxue-1964-905-420	420	雙胞胎	210	noun	human character	十四、人品	名 詞	twins	shuāng bāo tāi	1005	TWINS	双胞胎
BeijingDaxue-1964-905-421	421	小偷	211	noun	human character	十四、人品	名 詞	thief	xiǎo tōu	1160	THIEF	小偷
BeijingDaxue-1964-905-422	422	強盜	211	noun	human character	十四、人品	名 詞	robber	qiáng dào	2073	ROB (VERB)	强盗
BeijingDaxue-1964-905-423	423	爺爺	212	noun	kinship terms	十五、親屬稱呼	名 詞	grandfather	yé yé	1383	GRANDFATHER	爷爷
BeijingDaxue-1964-905-424	424	奶奶	212	noun	kinship terms	十五、親屬稱呼	名 詞	grandmother	nǎi nǎi	1496	GRANDMOTHER	奶奶
BeijingDaxue-1964-905-425	425	爸爸	213	noun	kinship terms	十五、親屬稱呼	名 詞	father (daddy)	bà bà	1217	FATHER	爸爸
BeijingDaxue-1964-905-426	426	媽媽	213	noun	kinship terms	十五、親屬稱呼	名 詞	mother (mommy)	mā mā	1216	MOTHER	妈妈
BeijingDaxue-1964-905-427	427	後母	214	noun	kinship terms	十五、親屬稱呼	名 詞	stepmother	hòu mǔ	236	STEPMOTHER	后母
BeijingDaxue-1964-905-428	428	伯父	214	noun	kinship terms	十五、親屬稱呼	名 詞	uncle (father's elder brother)	bó fù	2173	PATERNAL UNCLE (FATHER'S OLDER BROTHER)	伯父
BeijingDaxue-1964-905-429	429	伯母	215	noun	kinship terms	十五、親屬稱呼	名 詞	aunt (wife of father's elder brother)	bó mǔ	2170	PATERNAL AUNT (WIFE OF FATHER'S OLDER BROTHER)	伯母
BeijingDaxue-1964-905-430	430	叔父	215	noun	kinship terms	十五、親屬稱呼	名 詞	uncle	shū fù	1327	UNCLE	叔父
BeijingDaxue-1964-905-431	431	嬸母	216	noun	kinship terms	十五、親屬稱呼	名 詞	aunt (wife of father's younger brother)	shěn mǔ	2171	PATERNAL AUNT (WIFE OF FATHER'S YOUNGER BROTHER)	婶母
BeijingDaxue-1964-905-432	432	姑父	216	noun	kinship terms	十五、親屬稱呼	名 詞	uncle (husband of father's sister)	gū fù	2690	UNCLE (HUSBAND OF FATHER'S SISTER)	姑父
BeijingDaxue-1964-905-433	433	姑母	217	noun	kinship terms	十五、親屬稱呼	名 詞	aunt (father's sister)	gū mǔ	2691	PATERNAL AUNT (FATHER'S SISTER)	姑母
BeijingDaxue-1964-905-434	434	外公	217	noun	kinship terms	十五、親屬稱呼	名 詞	maternal grandfather	wài gōng	2178	MATERNAL GRANDFATHER	外公
BeijingDaxue-1964-905-435	435	外婆	218	noun	kinship terms	十五、親屬稱呼	名 詞	maternal grandmother	wài pó	2177	MATERNAL GRANDMOTHER	外婆
BeijingDaxue-1964-905-436	436	舅父	218	noun	kinship terms	十五、親屬稱呼	名 詞	uncle (mother's brother)	jiù fù	2692	MATERNAL UNCLE (MOTHER'S BROTHER)	舅父
BeijingDaxue-1964-905-437	437	舅母	219	noun	kinship terms	十五、親屬稱呼	名 詞	aunt (mother's sister)	jiù mǔ	2693	MATERNAL AUNT (MOTHER'S SISTER)	舅母
BeijingDaxue-1964-905-438	438	姨父	219	noun	kinship terms	十五、親屬稱呼	名 詞	uncle (husband of one's maternal aunt)	yí fù	2694	MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)	姨父
BeijingDaxue-1964-905-439	439	姨母	220	noun	kinship terms	十五、親屬稱呼	名 詞	maternal aunt	yí mǔ	2176	MATERNAL AUNT	姨母
BeijingDaxue-1964-905-440	440	丈人	220	noun	kinship terms	十五、親屬稱呼	名 詞	father-in-law (wife's father)	zhàng rén	2255	FATHER-IN-LAW (OF MAN)	丈人
BeijingDaxue-1964-905-441	441	丈母	221	noun	kinship terms	十五、親屬稱呼	名 詞	mother-in-law (wife's mother)	zhàng mǔ	2257	MOTHER-IN-LAW (OF MAN)	丈母
BeijingDaxue-1964-905-442	442	公公	221	noun	kinship terms	十五、親屬稱呼	名 詞	father-in-law (husband's father)	gōng gōng	2254	FATHER-IN-LAW (OF WOMAN)	公公
BeijingDaxue-1964-905-443	443	婆婆	222	noun	kinship terms	十五、親屬稱呼	名 詞	mother-in-law (husband's mother)	pó pó	2256	MOTHER-IN-LAW (OF WOMAN)	婆婆
BeijingDaxue-1964-905-444	444	丈夫	222	noun	kinship terms	十五、親屬稱呼	名 詞	husband	zhàng fū	1200	HUSBAND	丈夫
BeijingDaxue-1964-905-445	445	妻子	223	noun	kinship terms	十五、親屬稱呼	名 詞	wife	qī zi	1199	WIFE	妻子
BeijingDaxue-1964-905-446	446	哥哥	223	noun	kinship terms	十五、親屬稱呼	名 詞	elder brother	gē gē	1759	OLDER BROTHER	哥哥
BeijingDaxue-1964-905-447	447	嫂子	224	noun	kinship terms	十五、親屬稱呼	名 詞	sister-in-law (elder brother's wife)	sǎo zi	2695	SISTER-IN-LAW (OLDER BROTHER'S WIFE)	嫂子
BeijingDaxue-1964-905-448	448	弟弟	224	noun	kinship terms	十五、親屬稱呼	名 詞	younger brother	dì dì	1760	YOUNGER BROTHER	弟弟
BeijingDaxue-1964-905-449	449	姐姐	225	noun	kinship terms	十五、親屬稱呼	名 詞	elder sister	jiě jiě	1758	OLDER SISTER	姐姐
BeijingDaxue-1964-905-450	450	姐夫	225	noun	kinship terms	十五、親屬稱呼	名 詞	brother-in-law (elder sister's husband)	jiě fū	2696	BROTHER-IN-LAW (OLDER SISTER'S HUSBAND)	姐夫
BeijingDaxue-1964-905-451	451	妹妹	226	noun	kinship terms	十五、親屬稱呼	名 詞	younger sister	mèi mèi	1761	YOUNGER SISTER	妹妹
BeijingDaxue-1964-905-452	452	妹夫	226	noun	kinship terms	十五、親屬稱呼	名 詞	brother-in-law (younger sister's husband)	mèi fū	2697	BROTHER-IN-LAW (YOUNGER SISTER'S HUSBAND)	妹夫
BeijingDaxue-1964-905-453	453	大伯子	227	noun	kinship terms	十五、親屬稱呼	名 詞	brother-in-law (husband's elder brother)	dà bó zi	2698	BROTHER-IN-LAW (HUSBAND'S OLDER BROTHER)	大伯子
BeijingDaxue-1964-905-454	454	小叔子	227	noun	kinship terms	十五、親屬稱呼	名 詞	brother-in-law (husband's younger brother)	xiǎo shū zi	2699	BROTHER-IN-LAW (HUSBAND'S YOUNGER BROTHER)	小叔子
BeijingDaxue-1964-905-455	455	大姑子	228	noun	kinship terms	十五、親屬稱呼	名 詞	sister-in-law (husband's elder sister)	dà gū zi	2700	SISTER-IN-LAW (HUSBAND'S OLDER SISTER)	大姑子
BeijingDaxue-1964-905-456	456	小姑子	228	noun	kinship terms	十五、親屬稱呼	名 詞	sister-in-law	xiǎo gū zi	2701	SISTER-IN-LAW (HUSBANDS YOUNGER SISTER)	小姑子
BeijingDaxue-1964-905-457	457	兒子	229	noun	kinship terms	十五、親屬稱呼	名 詞	son	ér zi	1620	SON	儿子
BeijingDaxue-1964-905-458	458	媳婦	229	noun	kinship terms	十五、親屬稱呼	名 詞	daughter-in-law (son's wife)	xí fù	1057	DAUGHTER-IN-LAW	媳妇
BeijingDaxue-1964-905-459	459	女兒	230	noun	kinship terms	十五、親屬稱呼	名 詞	daughter	nǚ ér	1357	DAUGHTER	女儿
BeijingDaxue-1964-905-460	460	女婿	230	noun	kinship terms	十五、親屬稱呼	名 詞	son-in-law	nǚ xù	1056	SON-IN-LAW	女婿
BeijingDaxue-1964-905-461	461	侄兒	231	noun	kinship terms	十五、親屬稱呼	名 詞	nephew	zhí ér	1063	NEPHEW	侄儿
BeijingDaxue-1964-905-462	462	侄女	231	noun	kinship terms	十五、親屬稱呼	名 詞	niece	zhí nǚ	1642	NIECE	侄女
BeijingDaxue-1964-905-463	463	外甥	232	noun	kinship terms	十五、親屬稱呼	名 詞	nephew (sister's son)	wài shēng			外甥
BeijingDaxue-1964-905-464	464	孫子	232	noun	kinship terms	十五、親屬稱呼	名 詞	grandson	sūn zi	2702	GRANDSON (SON'S SON)	孙子
BeijingDaxue-1964-905-465	465	孫女	233	noun	kinship terms	十五、親屬稱呼	名 詞	granddaughter	sūn nǚ	1619	GRANDDAUGHTER	孙女
BeijingDaxue-1964-905-466	466	外孫	233	noun	kinship terms	十五、親屬稱呼	名 詞	grandson (daughter's son)	wài sūn	2703	GRANDCHILD (DAUGHTER'S OFFSPRING)	外孙
BeijingDaxue-1964-905-467	467	前面	234	noun	directions	十六、方位	名 詞	front, front side	qián miàn	2194	FRONT (PART)	前面
BeijingDaxue-1964-905-468	468	後面	234	noun	directions	十六、方位	名 詞	back, back side	hòu miàn	2323	BACK (PART)	后面
BeijingDaxue-1964-905-469	469	裏面	235	noun	directions	十六、方位	名 詞	in, inside	lǐ miàn	1606	INSIDE	里面
BeijingDaxue-1964-905-470	470	外面	235	noun	directions	十六、方位	名 詞	out, outside	wài miàn	762	OUTSIDE	外面
BeijingDaxue-1964-905-471	471	上面	236	noun	directions	十六、方位	名 詞	top, top side // top	shàng miàn	1753	TOP	上面
BeijingDaxue-1964-905-472	472	下面	236	noun	directions	十六、方位	名 詞	under, below	xià miàn	690	BOTTOM	下面
BeijingDaxue-1964-905-473	473	中間	237	noun	directions	十六、方位	名 詞	centre, in the middle of	zhōng jiān	1093	MIDDLE	中间
BeijingDaxue-1964-905-474	474	旁邊	237	noun	directions	十六、方位	名 詞	side	páng biān	682	SIDE	旁边
BeijingDaxue-1964-905-475	475	隔壁	238	noun	directions	十六、方位	名 詞	next to	gé bì	2917	NEXT TO	隔壁
BeijingDaxue-1964-905-476	476	城裏	238	noun	directions	十六、方位	名 詞	downtown (inside the city)	chéng lǐ			城里
BeijingDaxue-1964-905-477	477	鄉下	239	noun	directions	十六、方位	名 詞	countryside	xiāng xià			乡下
BeijingDaxue-1964-905-478	478	東西	239	noun	other	十七、其他	名 詞	thing	dōng xī	738	THING	东西
BeijingDaxue-1964-905-479	479	粉	240	noun	other	十七、其他	名 詞	powder	fěn	3368	POWDER	粉
BeijingDaxue-1964-905-480	480	末子	240	noun	other	十七、其他	名 詞	dust	mò zi			末子
BeijingDaxue-1964-905-481	481	泡沫	241	noun	other	十七、其他	名 詞	foam	pào mò	1768	FOAM	泡沫
BeijingDaxue-1964-905-482	482	口水	241	noun	other	十七、其他	名 詞	saliva, spit	kǒu shuǐ	1503	SALIVA	口水
BeijingDaxue-1964-905-483	483	垃圾	242	noun	other	十七、其他	名 詞	garbage, trash	lā jī	909	GARBAGE	垃圾
BeijingDaxue-1964-905-484	484	角落	242	noun	other	十七、其他	名 詞	corner	jiǎo luò	192	CORNER	角落
BeijingDaxue-1964-905-485	485	窟窿	243	noun	other	十七、其他	名 詞	hole, cavity	kū lóng	1667	HOLE	窟窿
BeijingDaxue-1964-905-486	486	豬圈	243	noun	other	十七、其他	名 詞	pigsty	zhū quān	3369	PIGSTY	猪圈
BeijingDaxue-1964-905-487	487	雞窩	244	noun	other	十七、其他	名 詞	chicken nest	jī wō	2764	CHICKEN NEST	鸡窝
BeijingDaxue-1964-905-488	488	墳	244	noun	other	十七、其他	名 詞	grave	fén	1773	GRAVE	坟
BeijingDaxue-1964-905-489	489	棺材	245	noun	other	十七、其他	名 詞	coffin	guān cái	2011	COFFIN	棺材
BeijingDaxue-1964-905-490	490	事情	245	noun	other	十七、其他	名 詞	affair, matter	shì qíng	2214	AFFAIR	事情
BeijingDaxue-1964-905-491	491	刮風	246	verb	natural change	一、自然變化	動詞	blow (of wind)	guā fēng	175	BLOW (OF WIND)	刮风
BeijingDaxue-1964-905-492	492	下雨	246	verb	natural change	一、自然變化	動詞	rain	xià yǔ	1253	RAIN (RAINING)	下雨
BeijingDaxue-1964-905-493	493	打閃	247	verb	natural change	一、自然變化	動詞	flash (lightning)	dǎ shǎn	2377	FLASH (VERB)	打闪
BeijingDaxue-1964-905-494	494	打雷	247	verb	natural change	一、自然變化	動詞	thunder	dǎ léi	2378	THUNDER (VERB)	打雷
BeijingDaxue-1964-905-495	495	結冰	248	verb	natural change	一、自然變化	動詞	freeze	jié bīng	1431	FREEZE	结冰
BeijingDaxue-1964-905-496	496	化雪	248	verb	natural change	一、自然變化	動詞	melt (of snow)	huà xuě	2334	MELT	化雪
BeijingDaxue-1964-905-497	497	淋雨	249	verb	natural change	一、自然變化	動詞	get wet in the rain	lín yǔ			淋雨
BeijingDaxue-1964-905-498	498	退色	249	verb	natural change	一、自然變化	動詞	fade (loose color)	tuì sè	2704	FADE (LOOSE COLOR)	退色
BeijingDaxue-1964-905-499	499	掉(掉下來)	250	verb	natural change	一、自然變化	動詞	fall (down)	diào (diào xià lái)	1280	FALL	掉(掉下来)
BeijingDaxue-1964-905-500	500	看	250	verb	sense-related actions	二、五官動作	動詞	look, see	kàn	1409	SEE	看
BeijingDaxue-1964-905-501	501	眨眼	251	verb	sense-related actions	二、五官動作	動詞	blink (with the eyes)	zhǎ yǎn	1655	BLINK	眨眼
BeijingDaxue-1964-905-502	502	瞪眼	251	verb	sense-related actions	二、五官動作	動詞	stare	dèng yǎn			瞪眼
BeijingDaxue-1964-905-503	503	聽	252	verb	sense-related actions	二、五官動作	動詞	hear	tīng	1408	HEAR	听
BeijingDaxue-1964-905-504	504	聞	252	verb	sense-related actions	二、五官動作	動詞	smell (something)	wén	1586	SMELL (PERCEIVE)	闻
BeijingDaxue-1964-905-505	505	吃	253	verb	sense-related actions	二、五官動作	動詞	eat	chī	1336	EAT	吃
BeijingDaxue-1964-905-506	506	喝	253	verb	sense-related actions	二、五官動作	動詞	drink	hē	1401	DRINK	喝
BeijingDaxue-1964-905-507	507	吸	254	verb	sense-related actions	二、五官動作	動詞	inhale	xī	2705	INHALE	吸
BeijingDaxue-1964-905-508	508	咬	254	verb	sense-related actions	二、五官動作	動詞	bite	yǎo	1403	BITE	咬
BeijingDaxue-1964-905-509	509	嚙	255	verb	sense-related actions	二、五官動作	動詞	gnaw	niè	2706	GNAW	啮
BeijingDaxue-1964-905-510	510	嚼	255	verb	sense-related actions	二、五官動作	動詞	chew	jué	321	CHEW	嚼
BeijingDaxue-1964-905-511	511	舔	256	verb	sense-related actions	二、五官動作	動詞	lick (with tongue)	tiǎn	319	LICK	舔
BeijingDaxue-1964-905-512	512	呑	256	verb	sense-related actions	二、五官動作	動詞	swallow	tūn	897	SWALLOW	呑
BeijingDaxue-1964-905-513	513	含	257	verb	sense-related actions	二、五官動作	動詞	keep in the mouth	hán			含
BeijingDaxue-1964-905-514	514	噴	257	verb	sense-related actions	二、五官動作	動詞	splash	pēn	365	SPLASH	喷
BeijingDaxue-1964-905-515	515	吹	258	verb	sense-related actions	二、五官動作	動詞	blow	chuī	176	BLOW (WITH MOUTH)	吹
BeijingDaxue-1964-905-516	516	嚐	258	verb	sense-related actions	二、五官動作	動詞	taste	cháng	21	TASTE (SOMETHING)	嚐
BeijingDaxue-1964-905-517	517	拿	259	verb	body-part related actions	三、肢體動作	動詞	take, hold	ná	2104	HOLD OR TAKE	拿
BeijingDaxue-1964-905-518	518	捏	259	verb	body-part related actions	三、肢體動作	動詞	knead	niē	274	KNEAD	捏
BeijingDaxue-1964-905-519	519	掐	260	verb	body-part related actions	三、肢體動作	動詞	tweak, twitch	qiā	1414	SQUEEZE	掐
BeijingDaxue-1964-905-520	520	摸	260	verb	body-part related actions	三、肢體動作	動詞	stroke (with hand)	mō	1892	TOUCH	摸
BeijingDaxue-1964-905-521	521	撈	261	verb	body-part related actions	三、肢體動作	動詞	catch (fish)	lāo	702	CATCH	捞
BeijingDaxue-1964-905-522	522	找	261	verb	body-part related actions	三、肢體動作	動詞	search	zhǎo	1468	LOOK FOR	找
BeijingDaxue-1964-905-523	523	摘	262	verb	body-part related actions	三、肢體動作	動詞	pluck, pick	zhāi	2148	PICK	摘
BeijingDaxue-1964-905-524	524	擦	262	verb	body-part related actions	三、肢體動作	動詞	wipe, rub	cā	1449	RUB	擦
BeijingDaxue-1964-905-525	525	搓	263	verb	body-part related actions	三、肢體動作	動詞	to rub one's hands	cuō			搓
BeijingDaxue-1964-905-526	526	提	263	verb	body-part related actions	三、肢體動作	動詞	hold (in hand), lift (in hand)	tí	501	LIFT	提
BeijingDaxue-1964-905-527	527	舉	264	verb	body-part related actions	三、肢體動作	動詞	raise (something with hand)	jǔ	1317	RAISE	举
BeijingDaxue-1964-905-528	528	托	264	verb	body-part related actions	三、肢體動作	動詞	support, rely on	tuō			托
BeijingDaxue-1964-905-529	529	端	265	verb	body-part related actions	三、肢體動作	動詞	carry horizontally	duān	2763	CARRY HORIZONTALLY	端
BeijingDaxue-1964-905-530	530	捧	265	verb	body-part related actions	三、肢體動作	動詞	hold in two hands	pěng	412	CARRY IN HAND	捧
BeijingDaxue-1964-905-531	531	擡	266	verb	body-part related actions	三、肢體動作	動詞	lift, carry	tái	700	CARRY	抬
BeijingDaxue-1964-905-532	532	搬	266	verb	body-part related actions	三、肢體動作	動詞	transfer, move	bān	765	MOVE	搬
BeijingDaxue-1964-905-533	533	按	267	verb	body-part related actions	三、肢體動作	動詞	press	àn	1913	PRESS	按
BeijingDaxue-1964-905-534	534	推	267	verb	body-part related actions	三、肢體動作	動詞	push	tuī	1452	PUSH	推
BeijingDaxue-1964-905-535	535	擋	268	verb	body-part related actions	三、肢體動作	動詞	block	dǎng	2762	BLOCK (THE WAY)	挡
BeijingDaxue-1964-905-536	536	撐	268	verb	body-part related actions	三、肢體動作	動詞	stretch	chēng	214	STRETCH	撑
BeijingDaxue-1964-905-537	537	拖	269	verb	body-part related actions	三、肢體動作	動詞	pull	tuō			拖
BeijingDaxue-1964-905-538	538	拉	269	verb	body-part related actions	三、肢體動作	動詞	pull	lā	1455	PULL	拉
BeijingDaxue-1964-905-539	539	拔	270	verb	body-part related actions	三、肢體動作	動詞	pull out	bá	2325	PULL OUT	拔
BeijingDaxue-1964-905-540	540	扶	270	verb	body-part related actions	三、肢體動作	動詞	support	fú			扶
BeijingDaxue-1964-905-541	541	摟	271	verb	body-part related actions	三、肢體動作	動詞	hug	lǒu			搂
BeijingDaxue-1964-905-542	542	抱	271	verb	body-part related actions	三、肢體動作	動詞	embrace	bào	928	EMBRACE	抱
BeijingDaxue-1964-905-543	543	開	272	verb	body-part related actions	三、肢體動作	動詞	open	kāi	1156	OPEN	开
BeijingDaxue-1964-905-544	544	關	272	verb	body-part related actions	三、肢體動作	動詞	close	guān	1046	SHUT	关
BeijingDaxue-1964-905-545	545	封	273	verb	body-part related actions	三、肢體動作	動詞	close, lock	fēng			封
BeijingDaxue-1964-905-546	546	塞	273	verb	body-part related actions	三、肢體動作	動詞	clog	sāi	2707	CLOG (SOMETHING)	塞
BeijingDaxue-1964-905-547	547	蓋	274	verb	body-part related actions	三、肢體動作	動詞	hide, cover	gài	761	COVER	盖
BeijingDaxue-1964-905-548	548	罩	274	verb	body-part related actions	三、肢體動作	動詞	cover	zhào			罩
